Year_Before,Year_After,Medals_Before,Medals_After,Delta_Medals,Repeat_Rate,Coaching_Effect_%,File
1960,1964,9,5,-4,0.333,-14.81,Italy_ROW_mens.csv
1964,1968,5,7,2,0.357,14.29,Italy_ROW_mens.csv
1968,1972,7,0,-7,0.238,-23.81,Italy_ROW_mens.csv
1972,1976,0,0,0,0.067,0.0,Italy_ROW_mens.csv
1976,1980,0,0,0,0.0,0.0,Italy_ROW_mens.csv
1980,1984,0,3,3,0.188,56.25,Italy_ROW_mens.csv
1984,1988,3,7,4,0.259,34.57,Italy_ROW_mens.csv
1988,1992,7,7,0,0.381,0.0,Italy_ROW_mens.csv
1992,1996,7,2,-5,0.321,-22.96,Italy_ROW_mens.csv
1996,2000,2,12,10,0.464,232.14,Italy_ROW_mens.csv
2000,2004,12,10,-2,0.483,-8.05,Italy_ROW_mens.csv
2004,2008,10,4,-6,0.824,-49.41,Italy_ROW_mens.csv
2008,2012,4,2,-2,0.444,-22.22,Italy_ROW_mens.csv
2012,2016,2,6,4,0.478,95.65,Italy_ROW_mens.csv
2016,2020,6,6,0,0.538,0.0,Italy_ROW_mens.csv
2020,2024,6,6,0,0.391,0.0,Italy_ROW_mens.csv
2020,2024,3,4,1,0.667,22.22,Hungary_CSP_mens.csv
2012,2016,0,0,0,1.0,0.0,Argentina_WRF_womens.csv
2008,2012,0,0,0,0.667,0.0,Singapore_TTE_mens.csv
2012,2016,0,0,0,0.5,0.0,Singapore_TTE_mens.csv
2016,2020,0,0,0,0.0,0.0,Singapore_TTE_mens.csv
2020,2024,0,0,0,0.0,0.0,Singapore_TTE_mens.csv
1964,1968,0,4,4,0.75,300.0,Mongolia_WRF_mens.csv
1968,1972,4,1,-3,0.462,-34.62,Mongolia_WRF_mens.csv
1972,1976,1,1,0,0.385,0.0,Mongolia_WRF_mens.csv
1976,1980,1,2,1,0.462,46.15,Mongolia_WRF_mens.csv
1980,1988,2,0,-2,0.111,-11.11,Mongolia_WRF_mens.csv
1988,1992,0,0,0,0.571,0.0,Mongolia_WRF_mens.csv
1992,1996,0,0,0,0.25,0.0,Mongolia_WRF_mens.csv
1996,2000,0,0,0,0.25,0.0,Mongolia_WRF_mens.csv
2000,2004,0,0,0,0.25,0.0,Mongolia_WRF_mens.csv
2004,2008,0,0,0,0.333,0.0,Mongolia_WRF_mens.csv
2008,2012,0,0,0,0.25,0.0,Mongolia_WRF_mens.csv
2012,2016,0,0,0,0.5,0.0,Mongolia_WRF_mens.csv
2016,2020,0,0,0,0.0,0.0,Mongolia_WRF_mens.csv
2020,2024,0,0,0,0.667,0.0,Mongolia_WRF_mens.csv
1936,1952,0,0,0,0.0,0.0,Italy_CSL_mens.csv
1952,1960,0,2,2,0.0,0.0,Italy_CSL_mens.csv
1960,1964,2,0,-2,0.25,-25.0,Italy_CSL_mens.csv
1964,1968,0,0,0,1.0,0.0,Italy_CSL_mens.csv
1968,1972,0,0,0,0.0,0.0,Italy_CSL_mens.csv
1972,1976,0,0,0,0.091,0.0,Italy_CSL_mens.csv
1976,1980,0,0,0,0.667,0.0,Italy_CSL_mens.csv
1980,1984,0,0,0,0.0,0.0,Italy_CSL_mens.csv
1984,1988,0,0,0,0.4,0.0,Italy_CSL_mens.csv
1988,1992,0,3,3,0.25,75.0,Italy_CSL_mens.csv
1992,1996,3,6,3,0.5,50.0,Italy_CSL_mens.csv
1996,2000,6,3,-3,0.5,-25.0,Italy_CSL_mens.csv
2000,2004,3,2,-1,0.5,-16.67,Italy_CSL_mens.csv
2004,2008,2,2,0,0.4,0.0,Italy_CSL_mens.csv
2008,2012,2,1,-1,0.2,-10.0,Italy_CSL_mens.csv
2012,2016,1,0,-1,0.0,-0.0,Italy_CSL_mens.csv
2016,2020,0,0,0,0.0,0.0,Italy_CSL_mens.csv
2020,2024,0,1,1,0.5,50.0,Italy_CSL_mens.csv
1980,1992,0,0,0,0.2,0.0,Laos_ATH_mens.csv
1992,1996,0,0,0,0.0,0.0,Laos_ATH_mens.csv
1996,2000,0,0,0,1.0,0.0,Laos_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Laos_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Laos_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Laos_ATH_mens.csv
1988,1992,0,0,0,0.0,0.0,Jamaica_TTE_mens.csv
1992,1996,0,0,0,0.5,0.0,Jamaica_TTE_mens.csv
2008,2012,13,13,0,0.538,0.0,Serbia_WPO_mens.csv
2012,2016,13,13,0,0.692,0.0,Serbia_WPO_mens.csv
2016,2020,13,13,0,0.0,0.0,Serbia_WPO_mens.csv
2020,2024,13,13,0,0.385,0.0,Serbia_WPO_mens.csv
2000,2004,13,0,-13,0.231,-23.08,Australia_WPO_womens.csv
2004,2008,0,13,13,0.385,500.0,Australia_WPO_womens.csv
2008,2012,13,13,0,0.385,0.0,Australia_WPO_womens.csv
2012,2016,13,0,-13,0.538,-53.85,Australia_WPO_womens.csv
2016,2020,0,0,0,0.385,0.0,Australia_WPO_womens.csv
2020,2024,0,13,13,0.462,600.0,Australia_WPO_womens.csv
1972,1976,0,0,0,0.5,0.0,Ireland_CSL_mens.csv
1976,1980,0,0,0,1.0,0.0,Ireland_CSL_mens.csv
1980,1984,0,0,0,1.0,0.0,Ireland_CSL_mens.csv
1984,1988,0,0,0,0.0,0.0,Ireland_CSL_mens.csv
1988,1992,0,0,0,0.4,0.0,Ireland_CSL_mens.csv
1992,1996,0,0,0,0.333,0.0,Ireland_CSL_mens.csv
1996,2000,0,0,0,1.0,0.0,Ireland_CSL_mens.csv
2000,2004,0,0,0,0.0,0.0,Ireland_CSL_mens.csv
2004,2008,0,0,0,1.0,0.0,Ireland_CSL_mens.csv
2008,2012,0,0,0,0.5,0.0,Ireland_CSL_mens.csv
2012,2020,0,0,0,0.0,0.0,Ireland_CSL_mens.csv
2020,2024,0,0,0,0.5,0.0,Ireland_CSL_mens.csv
1996,2000,0,0,0,0.0,0.0,Armenia_JUD_mens.csv
2000,2004,0,0,0,0.0,0.0,Armenia_JUD_mens.csv
2004,2008,0,0,0,0.5,0.0,Armenia_JUD_mens.csv
2008,2012,0,0,0,1.0,0.0,Armenia_JUD_mens.csv
2012,2016,0,0,0,1.0,0.0,Armenia_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Armenia_JUD_mens.csv
1936,1972,0,0,0,0.0,0.0,United_States_HBL_mens.csv
1972,1976,0,0,0,0.5,0.0,United_States_HBL_mens.csv
1976,1984,0,0,0,0.071,0.0,United_States_HBL_mens.csv
1984,1988,0,0,0,0.571,0.0,United_States_HBL_mens.csv
1988,1996,0,0,0,0.0,0.0,United_States_HBL_mens.csv
1948,1972,0,0,0,0.0,0.0,Ireland_ROW_mens.csv
1972,1976,0,0,0,0.1,0.0,Ireland_ROW_mens.csv
1976,1980,0,0,0,0.3,0.0,Ireland_ROW_mens.csv
1980,1988,0,0,0,0.667,0.0,Ireland_ROW_mens.csv
1988,1992,0,0,0,0.0,0.0,Ireland_ROW_mens.csv
1992,1996,0,0,0,0.167,0.0,Ireland_ROW_mens.csv
1996,2000,0,0,0,0.5,0.0,Ireland_ROW_mens.csv
2000,2004,0,0,0,0.167,0.0,Ireland_ROW_mens.csv
2004,2008,0,0,0,0.333,0.0,Ireland_ROW_mens.csv
2008,2016,0,2,2,0.0,0.0,Ireland_ROW_mens.csv
2016,2020,2,2,0,0.25,0.0,Ireland_ROW_mens.csv
2020,2024,2,4,2,0.167,16.67,Ireland_ROW_mens.csv
1972,1976,0,0,0,0.333,0.0,Liechtenstein_JUD_mens.csv
1976,1984,0,0,0,0.0,0.0,Liechtenstein_JUD_mens.csv
1984,1988,0,0,0,0.5,0.0,Liechtenstein_JUD_mens.csv
1988,1992,0,0,0,0.0,0.0,Liechtenstein_JUD_mens.csv
1992,2020,0,0,0,0.0,0.0,Liechtenstein_JUD_mens.csv
2020,2024,1,1,0,0.75,0.0,Australia_SKB_mens.csv
2004,2012,0,0,0,1.0,0.0,Angola_JUD_womens.csv
2012,2016,0,0,0,1.0,0.0,Angola_JUD_womens.csv
2016,2020,0,0,0,0.0,0.0,Angola_JUD_womens.csv
2016,2024,0,0,0,0.0,0.0,Gambia_SWM_mens.csv
2000,2004,0,0,0,1.0,0.0,Dominican_Republic_WLF_womens.csv
2004,2008,0,0,0,0.0,0.0,Dominican_Republic_WLF_womens.csv
2008,2012,0,0,0,0.5,0.0,Dominican_Republic_WLF_womens.csv
2012,2016,0,0,0,1.0,0.0,Dominican_Republic_WLF_womens.csv
2016,2020,0,1,1,0.0,0.0,Dominican_Republic_WLF_womens.csv
2020,2024,1,0,-1,0.0,-0.0,Dominican_Republic_WLF_womens.csv
1988,1992,0,0,0,0.5,0.0,Zimbabwe_TEN_womens.csv
1992,2000,0,0,0,0.0,0.0,Zimbabwe_TEN_womens.csv
2000,2004,0,0,0,1.0,0.0,Zimbabwe_TEN_womens.csv
2004,2008,0,0,0,1.0,0.0,Zimbabwe_TEN_womens.csv
1964,1968,0,0,0,0.4,0.0,Malaysia_ATH_mens.csv
1968,1972,0,0,0,0.333,0.0,Malaysia_ATH_mens.csv
1972,1976,0,0,0,0.333,0.0,Malaysia_ATH_mens.csv
1976,1984,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
1984,1988,0,0,0,1.0,0.0,Malaysia_ATH_mens.csv
1988,1992,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
1992,1996,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
1996,2000,0,0,0,1.0,0.0,Malaysia_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
2008,2012,0,0,0,1.0,0.0,Malaysia_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
2020,2024,0,0,0,0.0,0.0,Malaysia_ATH_mens.csv
2004,2012,0,0,0,0.0,0.0,Kiribati_ATH_womens.csv
2012,2016,0,0,0,0.0,0.0,Kiribati_ATH_womens.csv
1984,1988,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
1988,1992,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
1992,1996,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
1996,2000,0,0,0,1.0,0.0,Congo__Brazzaville__ATH_womens.csv
2000,2004,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
2012,2016,0,0,0,0.0,0.0,Congo__Brazzaville__ATH_womens.csv
2020,2024,0,0,0,0.0,0.0,United_Kingdom_OWS_womens.csv
1984,1988,0,4,4,0.333,133.33,South_Korea_ARC_mens.csv
1988,1992,4,1,-3,0.0,-0.0,South_Korea_ARC_mens.csv
1992,1996,1,4,3,0.0,0.0,South_Korea_ARC_mens.csv
1996,2000,4,3,-1,0.667,-16.67,South_Korea_ARC_mens.csv
2000,2004,3,3,0,0.333,0.0,South_Korea_ARC_mens.csv
2004,2008,3,4,1,0.667,22.22,South_Korea_ARC_mens.csv
2008,2012,4,4,0,0.333,0.0,South_Korea_ARC_mens.csv
2012,2016,4,4,0,0.0,0.0,South_Korea_ARC_mens.csv
2016,2020,4,4,0,0.0,0.0,South_Korea_ARC_mens.csv
2020,2024,0,0,0,0.0,0.0,Italy_EJP_mens.csv
2008,2012,0,0,0,0.0,0.0,Tuvalu_WLF_mens.csv
2004,2008,0,0,0,0.0,0.0,Russia-2_TEN_womens.csv
2008,2012,0,0,0,0.5,0.0,Russia-2_TEN_womens.csv
2012,2016,0,2,2,1.0,200.0,Russia-2_TEN_womens.csv
1972,1976,0,0,0,0.25,0.0,United_States_Virgin_Islands_SHO_mens.csv
1976,1984,0,0,0,0.0,0.0,United_States_Virgin_Islands_SHO_mens.csv
1984,1988,0,0,0,0.0,0.0,United_States_Virgin_Islands_SHO_mens.csv
1988,1992,0,0,0,1.0,0.0,United_States_Virgin_Islands_SHO_mens.csv
1992,1996,0,0,0,1.0,0.0,United_States_Virgin_Islands_SHO_mens.csv
1996,2000,0,0,0,0.5,0.0,United_States_Virgin_Islands_SHO_mens.csv
2000,2004,0,0,0,1.0,0.0,United_States_Virgin_Islands_SHO_mens.csv
2004,2008,0,0,0,0.0,0.0,United_States_Virgin_Islands_SHO_mens.csv
1952,1960,0,0,0,0.0,0.0,Lebanon_WLF_mens.csv
1960,1968,0,0,0,0.0,0.0,Lebanon_WLF_mens.csv
1968,1972,0,1,1,1.0,100.0,Lebanon_WLF_mens.csv
1972,1980,1,0,-1,0.5,-50.0,Lebanon_WLF_mens.csv
1980,1984,0,0,0,0.0,0.0,Lebanon_WLF_mens.csv
1984,1988,0,0,0,0.0,0.0,Lebanon_WLF_mens.csv
1988,1992,0,0,0,1.0,0.0,Lebanon_WLF_mens.csv
1992,2000,0,0,0,0.0,0.0,Lebanon_WLF_mens.csv
2020,2024,0,0,0,0.25,0.0,Serbia_CSP_womens.csv
1952,1956,0,0,0,0.0,0.0,Romania_SWM_mens.csv
1956,1960,0,0,0,0.5,0.0,Romania_SWM_mens.csv
1960,1968,0,0,0,0.0,0.0,Romania_SWM_mens.csv
1968,1972,0,0,0,0.0,0.0,Romania_SWM_mens.csv
1972,1980,0,0,0,0.0,0.0,Romania_SWM_mens.csv
1980,1992,0,0,0,0.0,0.0,Romania_SWM_mens.csv
1992,1996,0,0,0,0.0,0.0,Romania_SWM_mens.csv
1996,2000,0,0,0,0.0,0.0,Romania_SWM_mens.csv
2000,2004,0,1,1,1.0,100.0,Romania_SWM_mens.csv
2004,2008,1,0,-1,0.6,-60.0,Romania_SWM_mens.csv
2008,2012,0,0,0,0.333,0.0,Romania_SWM_mens.csv
2012,2016,0,0,0,0.2,0.0,Romania_SWM_mens.csv
2016,2020,0,0,0,0.0,0.0,Romania_SWM_mens.csv
2020,2024,0,2,2,0.5,100.0,Romania_SWM_mens.csv
1984,1988,0,0,0,0.0,0.0,Solomon_Islands_WLF_mens.csv
1988,1992,0,0,0,0.0,0.0,Solomon_Islands_WLF_mens.csv
1992,1996,0,0,0,0.0,0.0,Solomon_Islands_WLF_mens.csv
2004,2012,0,0,0,0.0,0.0,Burundi_SWM_mens.csv
2012,2016,0,0,0,0.0,0.0,Burundi_SWM_mens.csv
2016,2020,0,0,0,0.0,0.0,Burundi_SWM_mens.csv
2020,2024,0,0,0,1.0,0.0,Burundi_SWM_mens.csv
1988,1992,0,0,0,0.167,0.0,Mauritania_ATH_mens.csv
1992,1996,0,0,0,0.75,0.0,Mauritania_ATH_mens.csv
1996,2000,0,0,0,0.0,0.0,Mauritania_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Mauritania_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Mauritania_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Mauritania_ATH_mens.csv
2012,2016,0,0,0,1.0,0.0,Mauritania_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,Mauritania_ATH_mens.csv
1972,1976,2,0,-2,0.0,-0.0,Colombia_BOX_mens.csv
1976,1984,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
1984,1988,0,1,1,0.0,0.0,Colombia_BOX_mens.csv
1988,1992,1,0,-1,0.0,-0.0,Colombia_BOX_mens.csv
1992,1996,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
1996,2000,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
2000,2004,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
2004,2008,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
2008,2012,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
2012,2016,0,1,1,0.0,0.0,Colombia_BOX_mens.csv
2016,2020,1,0,-1,0.0,-0.0,Colombia_BOX_mens.csv
2020,2024,0,0,0,0.0,0.0,Colombia_BOX_mens.csv
1992,1996,0,0,0,0.25,0.0,Croatia_CSL_mens.csv
1996,2000,0,0,0,0.75,0.0,Croatia_CSL_mens.csv
2000,2004,0,0,0,0.333,0.0,Croatia_CSL_mens.csv
2004,2008,0,0,0,0.0,0.0,Croatia_CSL_mens.csv
2008,2012,0,0,0,0.0,0.0,Croatia_CSL_mens.csv
2012,2020,0,0,0,0.0,0.0,Croatia_CSL_mens.csv
2020,2024,0,0,0,1.0,0.0,Croatia_CSL_mens.csv
1912,1992,2,1,-1,0.0,-0.0,Germany_TEN_womens.csv
1992,1996,1,0,-1,1.0,-100.0,Germany_TEN_womens.csv
1996,2000,0,0,0,0.0,0.0,Germany_TEN_womens.csv
2000,2012,0,0,0,0.0,0.0,Germany_TEN_womens.csv
2012,2016,0,1,1,0.25,25.0,Germany_TEN_womens.csv
2016,2020,1,0,-1,0.333,-33.33,Germany_TEN_womens.csv
2020,2024,0,0,0,0.25,0.0,Germany_TEN_womens.csv
2000,2008,0,0,0,0.0,0.0,Guinea_SWM_womens.csv
2008,2012,0,0,0,0.0,0.0,Guinea_SWM_womens.csv
2012,2016,0,0,0,0.0,0.0,Guinea_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Guinea_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Guinea_SWM_womens.csv
1992,1996,0,0,0,0.375,0.0,Croatia_ROW_mens.csv
1996,2000,0,9,9,0.308,276.92,Croatia_ROW_mens.csv
2000,2004,9,2,-7,0.5,-38.89,Croatia_ROW_mens.csv
2004,2008,2,0,-2,0.5,-50.0,Croatia_ROW_mens.csv
2008,2012,0,4,4,0.2,80.0,Croatia_ROW_mens.csv
2012,2016,4,3,-1,1.0,-25.0,Croatia_ROW_mens.csv
2016,2020,3,3,0,0.333,0.0,Croatia_ROW_mens.csv
2020,2024,3,2,-1,0.6,-20.0,Croatia_ROW_mens.csv
1972,1980,0,0,0,0.0,0.0,Benin_ATH_mens.csv
1980,1988,0,0,0,0.0,0.0,Benin_ATH_mens.csv
1988,1992,0,0,0,0.0,0.0,Benin_ATH_mens.csv
1992,1996,0,0,0,0.25,0.0,Benin_ATH_mens.csv
1996,2000,0,0,0,1.0,0.0,Benin_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Benin_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Benin_ATH_mens.csv
2008,2012,0,0,0,1.0,0.0,Benin_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,Benin_ATH_mens.csv
2016,2020,0,0,0,1.0,0.0,Benin_ATH_mens.csv
2020,2024,0,0,0,1.0,0.0,Benin_ATH_mens.csv
2020,2024,0,0,0,0.0,0.0,Australia_OWS_mens.csv
2020,2024,0,0,0,0.0,0.0,Hong_Kong__China_SAL_mens.csv
1906,1912,0,0,0,0.5,0.0,Turkey_ATH_mens.csv
1912,1924,0,0,0,0.0,0.0,Turkey_ATH_mens.csv
1924,1928,0,0,0,0.2,0.0,Turkey_ATH_mens.csv
1928,1948,0,1,1,0.0,0.0,Turkey_ATH_mens.csv
1948,1952,1,0,-1,0.385,-38.46,Turkey_ATH_mens.csv
1952,1960,0,0,0,0.2,0.0,Turkey_ATH_mens.csv
1960,1964,0,0,0,0.75,0.0,Turkey_ATH_mens.csv
1964,1968,0,0,0,0.25,0.0,Turkey_ATH_mens.csv
1968,1972,0,0,0,0.333,0.0,Turkey_ATH_mens.csv
1972,1976,0,0,0,0.0,0.0,Turkey_ATH_mens.csv
1976,1984,0,0,0,0.0,0.0,Turkey_ATH_mens.csv
1984,1988,0,0,0,0.667,0.0,Turkey_ATH_mens.csv
1988,1992,0,0,0,0.5,0.0,Turkey_ATH_mens.csv
1992,1996,0,0,0,1.0,0.0,Turkey_ATH_mens.csv
1996,2000,0,0,0,0.0,0.0,Turkey_ATH_mens.csv
2000,2004,0,1,1,0.0,0.0,Turkey_ATH_mens.csv
2004,2008,1,0,-1,0.333,-33.33,Turkey_ATH_mens.csv
2008,2012,0,0,0,0.25,0.0,Turkey_ATH_mens.csv
2012,2016,0,1,1,0.278,27.78,Turkey_ATH_mens.csv
2016,2020,1,0,-1,0.062,-6.25,Turkey_ATH_mens.csv
1988,1992,0,0,0,0.0,0.0,Bolivia_WLF_mens.csv
1928,1932,0,0,0,0.0,0.0,Hungary_MPN_mens.csv
1932,1936,0,0,0,0.0,0.0,Hungary_MPN_mens.csv
1936,1948,0,0,0,0.0,0.0,Hungary_MPN_mens.csv
1948,1952,0,5,5,0.333,166.67,Hungary_MPN_mens.csv
1952,1956,5,0,-5,0.333,-33.33,Hungary_MPN_mens.csv
1956,1960,0,5,5,0.0,0.0,Hungary_MPN_mens.csv
1960,1964,5,4,-1,0.333,-6.67,Hungary_MPN_mens.csv
1964,1968,4,4,0,0.333,0.0,Hungary_MPN_mens.csv
1968,1972,4,4,0,0.333,0.0,Hungary_MPN_mens.csv
1972,1976,4,3,-1,0.0,-0.0,Hungary_MPN_mens.csv
1976,1980,3,4,1,0.333,11.11,Hungary_MPN_mens.csv
1980,1988,4,4,0,0.0,0.0,Hungary_MPN_mens.csv
1988,1992,4,1,-3,0.667,-50.0,Hungary_MPN_mens.csv
1992,1996,1,1,0,0.0,0.0,Hungary_MPN_mens.csv
1996,2000,1,1,0,0.5,0.0,Hungary_MPN_mens.csv
2000,2004,1,0,-1,0.5,-50.0,Hungary_MPN_mens.csv
2004,2008,0,0,0,0.5,0.0,Hungary_MPN_mens.csv
2008,2012,0,1,1,0.0,0.0,Hungary_MPN_mens.csv
2012,2016,1,0,-1,0.5,-50.0,Hungary_MPN_mens.csv
2016,2020,0,0,0,0.0,0.0,Hungary_MPN_mens.csv
2020,2024,0,0,0,0.0,0.0,Hungary_MPN_mens.csv
1952,1956,11,8,-3,0.318,-8.68,Russia_ATH_womens.csv
1956,1960,8,8,0,0.348,0.0,Russia_ATH_womens.csv
1960,1964,8,8,0,0.478,0.0,Russia_ATH_womens.csv
1964,1968,8,9,1,0.125,1.56,Russia_ATH_womens.csv
1968,1972,9,4,-5,0.269,-14.96,Russia_ATH_womens.csv
1972,1976,4,14,10,0.29,72.58,Russia_ATH_womens.csv
1976,1980,14,26,12,0.257,22.04,Russia_ATH_womens.csv
1980,1988,26,20,-6,0.114,-2.62,Russia_ATH_womens.csv
1988,1996,20,7,-13,0.064,-4.15,Russia_ATH_womens.csv
1996,2000,7,13,6,0.262,22.48,Russia_ATH_womens.csv
2000,2004,13,22,9,0.306,21.22,Russia_ATH_womens.csv
2004,2008,22,20,-2,0.333,-3.03,Russia_ATH_womens.csv
2008,2012,20,21,1,0.379,1.9,Russia_ATH_womens.csv
2012,2016,21,0,-21,0.0,-0.0,Russia_ATH_womens.csv
2016,2020,0,2,2,0.25,50.0,Russia_ATH_womens.csv
2016,2024,0,0,0,0.0,0.0,Brazil_GTR_mens.csv
2008,2012,0,0,0,0.0,0.0,Poland-1_TEN_womens.csv
1968,1972,0,0,0,0.125,0.0,United_States_Virgin_Islands_SAL_mens.csv
1972,1976,0,0,0,0.167,0.0,United_States_Virgin_Islands_SAL_mens.csv
1976,1984,0,0,0,0.111,0.0,United_States_Virgin_Islands_SAL_mens.csv
1984,1988,0,1,1,0.667,66.67,United_States_Virgin_Islands_SAL_mens.csv
1988,1992,1,0,-1,0.5,-50.0,United_States_Virgin_Islands_SAL_mens.csv
1992,1996,0,0,0,0.0,0.0,United_States_Virgin_Islands_SAL_mens.csv
1996,2000,0,0,0,0.5,0.0,United_States_Virgin_Islands_SAL_mens.csv
2000,2004,0,0,0,0.0,0.0,United_States_Virgin_Islands_SAL_mens.csv
2004,2008,0,0,0,0.0,0.0,United_States_Virgin_Islands_SAL_mens.csv
2008,2012,0,0,0,0.0,0.0,United_States_Virgin_Islands_SAL_mens.csv
2012,2016,0,0,0,1.0,0.0,United_States_Virgin_Islands_SAL_mens.csv
2000,2004,0,0,0,0.0,0.0,Sudan_ATH_womens.csv
2004,2008,0,0,0,0.25,0.0,Sudan_ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Sudan_ATH_womens.csv
2012,2016,0,0,0,1.0,0.0,Sudan_ATH_womens.csv
2012,2016,0,0,0,1.0,0.0,Chile_GAR_mens.csv
2016,2020,0,0,0,0.0,0.0,Chile_GAR_mens.csv
1896,1900,3,0,-3,0.0,-0.0,Switzerland_GAR_mens.csv
1900,1904,0,2,2,0.0,0.0,Switzerland_GAR_mens.csv
1904,1924,2,14,12,0.0,0.0,Switzerland_GAR_mens.csv
1924,1928,14,16,2,0.5,7.14,Switzerland_GAR_mens.csv
1928,1932,16,1,-15,1.0,-93.75,Switzerland_GAR_mens.csv
1932,1936,1,16,15,0.125,187.5,Switzerland_GAR_mens.csv
1936,1948,16,16,0,0.125,0.0,Switzerland_GAR_mens.csv
1948,1952,16,14,-2,0.25,-3.12,Switzerland_GAR_mens.csv
1952,1960,14,0,-14,0.333,-33.33,Switzerland_GAR_mens.csv
1960,1964,0,0,0,0.167,0.0,Switzerland_GAR_mens.csv
1964,1968,0,0,0,0.167,0.0,Switzerland_GAR_mens.csv
1968,1972,0,0,0,0.5,0.0,Switzerland_GAR_mens.csv
1972,1976,0,0,0,0.5,0.0,Switzerland_GAR_mens.csv
1976,1984,0,0,0,0.0,0.0,Switzerland_GAR_mens.csv
1984,1988,0,0,0,1.0,0.0,Switzerland_GAR_mens.csv
1988,1992,0,0,0,0.0,0.0,Switzerland_GAR_mens.csv
1992,1996,0,1,1,0.667,66.67,Switzerland_GAR_mens.csv
1996,2000,1,0,-1,0.0,-0.0,Switzerland_GAR_mens.csv
2000,2004,0,0,0,0.0,0.0,Switzerland_GAR_mens.csv
2004,2008,0,0,0,0.5,0.0,Switzerland_GAR_mens.csv
2008,2012,0,0,0,1.0,0.0,Switzerland_GAR_mens.csv
2012,2016,0,0,0,0.0,0.0,Switzerland_GAR_mens.csv
2016,2020,0,0,0,0.75,0.0,Switzerland_GAR_mens.csv
2020,2024,0,0,0,0.0,0.0,Switzerland_GAR_mens.csv
1988,1992,0,0,0,0.0,0.0,Bermuda_EVE_womens.csv
1992,1996,0,0,0,1.0,0.0,Bermuda_EVE_womens.csv
1996,2000,0,0,0,0.0,0.0,Bermuda_EVE_womens.csv
2000,2008,0,0,0,0.0,0.0,Bermuda_EVE_womens.csv
2008,2012,0,0,0,1.0,0.0,Bermuda_EVE_womens.csv
1984,1996,0,0,0,0.0,0.0,Trinidad_And_Tobago_BOX_mens.csv
1996,2012,0,0,0,0.0,0.0,Trinidad_And_Tobago_BOX_mens.csv
2012,2016,0,0,0,0.0,0.0,Trinidad_And_Tobago_BOX_mens.csv
2016,2020,0,0,0,0.0,0.0,Trinidad_And_Tobago_BOX_mens.csv
1992,2008,0,0,0,0.0,0.0,Colombia_ARC_womens.csv
2008,2012,0,0,0,1.0,0.0,Colombia_ARC_womens.csv
2012,2016,0,0,0,0.333,0.0,Colombia_ARC_womens.csv
2016,2020,0,0,0,0.0,0.0,Colombia_ARC_womens.csv
2020,2024,0,0,0,0.0,0.0,Colombia_ARC_womens.csv
1900,1924,1,1,0,0.0,0.0,United_States_TEN_womens.csv
1924,1988,1,3,2,0.0,0.0,United_States_TEN_womens.csv
1988,1992,3,4,1,0.25,8.33,United_States_TEN_womens.csv
1992,1996,4,3,-1,0.5,-12.5,United_States_TEN_womens.csv
1996,2000,3,4,1,0.5,16.67,United_States_TEN_womens.csv
2000,2004,4,0,-4,0.333,-33.33,United_States_TEN_womens.csv
2004,2008,0,0,0,0.333,0.0,United_States_TEN_womens.csv
2008,2012,0,1,1,0.5,50.0,United_States_TEN_womens.csv
2012,2016,1,0,-1,0.5,-50.0,United_States_TEN_womens.csv
